70,0,6.9,7.79,8.84,9.42,10.2,10.78,11.24,11.77,11.94,12.36,12.77,13.09,13.49,13.93,14.25,14.34,14.83,15.15,15.39,15.72,16.01,16.26,16.51,16.78,16.99,17.25,17.34,16.7,15.26,11.01,6.82
80,0,7.16,8.06,9.05,9.56,10.41,11.27,11.9,12.47,12.81,13.29,13.84,14.36,14.78,15.13,15.48,15.87,16.39,16.81,17.2,17.6,17.96,18.27,18.56,18.91,19.24,19.43,19.71,19.29,18.16,12.76,7.64
90,0,7.51,8.39,9.38,9.86,10.79,11.93,12.76,13.39,13.87,14.42,15.09,15.84,16.28,16.56,16.94,17.39,17.95,18.46,18.95,19.42,19.88,20.32,20.62,21.06,21.48,21.61,22.08,21.87,21.06,14.52,8.45
100,0,7.27,8.14,9.07,9.76,10.39,11.83,12.68,13.53,14.36,15.14,15.65,16.46,17.18,17.61,18.27,18.58,18.94,19.51,19.92,20.34,20.81,21.34,21.78,22.17,22.66,22.91,23.29,23.25,22.47,16.01,9.22
110,0,7.09,7.87,8.75,9.64,9.99,11.74,12.58,13.66,14.84,15.86,16.18,17.07,18.07,18.65,19.58,19.76,19.94,20.55,20.9,21.26,21.75,22.35,22.92,23.29,23.81,24.21,24.5,24.62,23.88,17.5,10
120,0,6.79,7.65,8.56,9.38,9.86,11.16,11.94,13.4,14.06,14.66,15.6,16.51,17.46,18.25,19.43,19.92,20.5,21.15,21.79,22.26,22.77,23.35,23.66,23.88,24.2,24.51,24.56,24.71,24.25,18.97,10.88
129,0,6.33,7.14,8.07,8.78,9.37,10.2,10.9,12.8,13.27,13.85,15.7,16.66,17.61,18.63,20.05,20.2,20.99,21.68,22.58,23.15,23.68,24.24,24.32,24.41,24.56,24.76,24.63,24.79,24.58,20.28,11.67
130,0,6.26,7.08,8,8.7,9.3,10.1,10.8,12.67,13.12,13.68,15.55,16.53,17.49,18.52,19.96,20.19,20.91,21.63,22.55,23.15,23.73,24.28,24.34,24.42,24.56,24.74,24.61,24.76,24.56,20.35,11.72
135,0,5.9,6.77,7.59,8.27,8.92,9.67,10.42,11.88,12.34,12.94,14.28,15.78,16.81,17.87,19.11,19.44,20.07,21.01,22.03,22.8,23.77,24.31,24.35,24.43,24.43,24.54,24.47,24.55,24.49,20.5,12
136,0,5.83,6.7,7.5,8.18,8.84,9.59,10.35,11.69,12.19,12.8,14.04,15.53,16.67,17.73,18.92,19.26,19.85,20.81,21.85,22.66,23.76,24.28,24.33,24.41,24.4,24.48,24.44,24.51,24.48,20.48,12.03
139,0,5.59,6.51,7.13,7.91,8.6,9.36,10.17,11.2,11.67,12.4,13.39,14.74,16.22,17.28,18.31,18.68,19.24,20.29,21.34,22.2,23.56,24.08,24.17,24.29,24.22,24.28,24.3,24.43,24.44,20.13,12.04
140,0,5.52,6.41,7,7.82,8.52,9.28,10.1,11.05,11.51,12.26,13.19,14.49,15.98,17.13,18.11,18.47,19.03,20.12,21.17,22.06,23.48,23.99,24.09,24.21,24.15,24.2,24.24,24.39,24.41,20,12.05
141,0,5.45,6.31,6.88,7.71,8.43,9.21,10.04,10.9,11.36,12.13,13.01,14.25,15.73,16.98,17.92,18.29,18.76,19.98,20.99,21.74,23.18,23.64,23.85,23.92,24.07,24.11,24.18,24.33,24.38,19.83,12.06
142,0,5.39,6.21,6.77,7.62,8.35,9.13,9.97,10.75,11.22,12,12.83,14.01,15.49,16.74,17.67,18.03,18.49,19.68,20.7,21.42,22.83,23.29,23.5,23.59,23.97,24.02,24.11,24.27,24.35,19.69,12.07
143,0,5.32,6.11,6.65,7.53,8.25,9.05,9.83,10.59,11.08,11.86,12.66,13.77,15.26,16.51,17.42,17.78,18.22,19.4,20.41,21.11,22.5,22.96,23.17,23.25,23.69,23.9,24.04,24.2,24.31,19.6,12.06
144,0,5.25,6.01,6.53,7.45,8.17,8.93,9.7,10.44,10.95,11.74,12.5,13.54,15.02,16.27,17.17,17.52,17.96,19.12,20.12,20.8,22.16,22.62,22.84,22.93,23.37,23.72,23.96,24.12,24.26,19.46,12.06
145,0,5.18,5.91,6.42,7.37,8.09,8.81,9.57,10.29,10.83,11.62,12.35,13.32,14.79,16.04,16.93,17.28,17.7,18.84,19.84,20.51,21.84,22.3,22.53,22.61,23.07,23.45,23.87,24.05,24.21,19.27,12.05
146,0,5.11,5.81,6.31,7.29,8.01,8.69,9.43,10.14,10.7,11.5,12.2,13.1,14.56,15.82,16.69,17.04,17.46,18.58,19.56,20.2,21.51,21.98,22.22,22.31,22.77,23.13,23.58,23.96,24.16,19.14,12.05
148,0,4.97,5.62,6.09,7.11,7.82,8.46,9.17,9.85,10.45,11.23,11.91,12.67,14.12,15.38,16.23,16.57,16.97,18.05,19.01,19.61,20.88,21.34,21.62,21.72,22.19,22.53,23.03,23.77,24.02,18.85,12.01
149,0,4.91,5.52,5.99,6.99,7.72,8.34,9.05,9.71,10.32,11.09,11.76,12.47,13.9,15.16,16,16.33,16.73,17.79,18.75,19.34,20.58,21.05,21.34,21.44,21.93,22.27,22.77,23.62,23.94,18.69,11.96
150,0,4.84,5.42,5.88,6.88,7.6,8.21,8.91,9.55,10.17,10.93,11.59,12.26,13.67,14.93,15.76,16.08,16.48,17.52,18.46,19.04,20.24,20.72,21.05,21.16,21.65,22,22.49,23.33,23.68,18.52,11.88
155,0,4.46,4.89,5.37,6.35,7,7.56,8.21,8.77,9.43,10.17,10.785,11.26,12.52,13.78,14.54,14.84,15.25,16.18,17.03,17.53,18.59,19.1,19.56,19.7,20.23,20.66,21.13,21.92,22.36,17.68,11.5
160,0,4.22,4.55,4.98,5.95,6.59,7.15,7.78,8.29,8.94,9.57,10.13,10.5,11.81,13.08,13.8,14.09,14.51,15.36,16.17,16.62,17.58,18.13,18.69,18.86,19.43,19.89,20.34,21.03,21.45,17.14,11.09
162,0,4.12,4.42,4.84,5.79,6.42,6.98,7.61,8.1,8.74,9.35,9.9,10.26,11.53,12.8,13.51,13.79,14.22,15.04,15.82,16.25,17.17,17.73,18.34,18.53,19.1,19.58,20.03,20.68,21.09,16.93,10.94
168,0,3.86,4.05,4.48,5.31,5.93,6.51,7.14,7.57,8.17,8.71,9.23,9.64,10.76,12.04,12.7,12.96,13.42,14.17,14.89,15.27,16.06,16.68,17.44,17.64,18.25,18.79,19.2,19.69,20.08,16.45,10.53
170,0,3.8,3.97,4.4,5.2,5.82,6.41,7.03,7.45,8.04,8.57,9.07,9.48,10.59,11.87,12.53,12.79,13.25,13.98,14.68,15.04,15.82,16.45,17.25,17.47,18.07,18.62,19.02,19.47,19.86,16.33,10.47
174,0,3.68,3.8,4.24,4.98,5.6,6.2,6.82,7.22,7.78,8.28,8.76,9.21,10.26,11.54,12.18,12.43,12.92,13.61,14.27,14.62,15.34,16,16.86,17.09,17.71,18.28,18.67,19.04,19.41,15.97,10.32
180,0,3.62,3.71,4.15,4.86,5.47,6.09,6.71,7.09,7.64,8.12,8.59,8.925,10.08,11.36,11.99,12.24,12.74,13.41,14.05,14.39,15.07,15.74,16.65,16.89,17.52,18.12,18.49,18.8,19.17,15.15,10.25
